Sopian|1c1|1750395042|7500|2|7|0|ULLDDLL
Sopian|1t1|1750395056|2222|2|8|0|DDRRRRRR
Sopian|1t1|1750395062|1818|2|10|0|DDRRRRRRRL
Sopian|1t1|1750395067|2000|4|8|0|DDRRRRRR
Sopian|1t1|1750395073|1142|11|12|0|DDRRRRRRRRLL
ARGI|1t1|1750395106|2105|3|8|0|DDRRRRRR
ARGI|1t1|1750395116|2352|1|8|0|DDRRRRRR
ARGI|1c1|1750395123|7500|2|7|0|ULLDDLL
Sopian|1c1|1750395652|7058|3|7|0|ULLDDLL
Sopian|1c7|1750396247|6111|6|15|0|LDLRDLDDDDLLDDR
Sopian|1c2|1750397492|11764|3|7|0|LDDDDLL
